id,Introvert_score,bin__Stage_fear,bin__Drained_after_socializing,num__Time_spent_Alone,num__Social_event_attendance,Personality
6259,1,0,0,1,8,Extrovert
6260,0,0,0,2,10,Extrovert
6261,1,0,0,0,7,Extrovert
6262,5,0,1,5,0,Introvert
6263,0,0,0,1,5,Extrovert
6264,0,0,0,2,6,Extrovert
6265,1,0,0,2,3,Extrovert
6266,1,0,0,3,3,Extrovert
6267,1,0,0,3,9,Extrovert
6268,0,0,0,0,4,Extrovert
6269,1,0,0,2,4,Extrovert
6270,1,0,0,1,4,Extrovert
6271,4,1,1,2,0,Introvert
6272,0,0,0,0,7,Extrovert
6273,0,0,0,0,5,Extrovert
6274,0,0,0,1,7,Extrovert
6275,5,1,1,7,1,Introvert
6276,2,1,1,4,0,Introvert
6277,5,1,1,11,2,Introvert
6278,1,0,0,3,4,Extrovert
6279,4,1,1,11,5,Introvert
6280,0,0,0,2,4,Extrovert
6281,3,1,1,9,3,Introvert
6282,1,0,0,2,7,Extrovert
6283,2,0,0,9,4,Introvert
6284,0,0,0,3,6,Extrovert
6285,0,0,0,1,3,Extrovert
6286,4,1,0,10,3,Introvert
6287,1,0,0,0,8,Extrovert
6288,0,0,0,0,9,Extrovert
6289,4,1,1,2,2,Introvert
6290,3,1,1,7,3,Introvert
6291,0,0,0,1,9,Extrovert
6292,0,0,0,3,7,Extrovert
6293,0,0,0,3,4,Extrovert
6294,1,0,0,1,6,Extrovert
6295,1,0,0,3,8,Extrovert
6296,0,0,0,3,7,Extrovert
6297,1,0,0,1,8,Extrovert
6298,0,0,0,2,5,Extrovert
6300,0,0,0,1,9,Extrovert
6301,0,0,0,1,6,Extrovert
6302,0,0,0,1,3,Extrovert
6303,0,0,0,0,8,Extrovert
6304,0,0,0,0,4,Extrovert
6305,4,0,1,10,0,Introvert
6306,0,0,0,3,6,Introvert
6307,1,0,0,2,4,Extrovert
6308,1,0,0,2,9,Extrovert
6309,1,0,0,0,9,Extrovert
6310,1,0,0,3,8,Extrovert
6311,4,1,1,7,3,Introvert
6312,3,1,0,4,3,Introvert
6313,4,1,1,7,0,Introvert
6314,1,0,0,3,6,Extrovert
6315,0,0,0,2,8,Extrovert
6316,1,0,0,2,7,Extrovert
6317,0,0,0,1,8,Extrovert
6318,5,1,1,6,0,Introvert
6320,1,0,0,1,6,Extrovert
6321,5,1,0,7,0,Introvert
6322,4,1,1,7,5,Introvert
6323,4,0,1,9,3,Introvert
6324,1,0,0,4,8,Extrovert
6325,0,0,0,2,7,Extrovert
6326,0,0,0,2,9,Extrovert
6327,0,0,0,0,7,Extrovert
6328,1,0,0,1,3,Extrovert
6329,0,0,0,3,9,Extrovert
6330,0,0,0,0,9,Extrovert
6331,4,1,1,6,0,Introvert
6332,0,0,0,2,5,Extrovert
6333,0,0,0,2,7,Extrovert
6334,1,0,0,2,4,Extrovert
6335,0,0,0,2,7,Extrovert
6336,1,0,0,2,6,Extrovert
6337,1,0,0,1,4,Extrovert
6338,0,0,0,0,9,Extrovert
6339,0,0,0,2,4,Extrovert
6340,4,1,1,9,5,Introvert
6341,1,0,0,3,6,Extrovert
6343,4,1,1,7,0,Introvert
6344,1,0,0,2,3,Extrovert
6345,0,0,0,3,10,Extrovert
6346,4,1,1,9,1,Introvert
6347,3,1,1,4,0,Introvert
6348,0,0,0,1,5,Extrovert
6349,0,0,0,0,7,Extrovert
6350,4,1,0,4,1,Introvert
6351,5,1,1,5,2,Introvert
6353,5,1,1,5,1,Introvert
6354,1,0,0,0,4,Extrovert
6355,4,1,1,8,5,Introvert
6356,4,1,1,9,1,Introvert
6357,0,0,0,0,9,Extrovert
6358,1,0,0,2,5,Extrovert
6359,0,0,0,0,5,Extrovert
6360,0,0,0,0,6,Extrovert
6361,1,0,0,2,4,Extrovert
6362,0,0,0,0,7,Extrovert
6363,1,0,0,1,5,Extrovert
6364,3,0,1,7,3,Introvert
6365,0,0,0,0,5,Extrovert
6366,4,1,0,10,3,Introvert
6367,0,0,0,4,7,Extrovert
6368,1,0,0,3,4,Extrovert
6369,1,0,0,2,4,Extrovert
6370,0,0,0,0,6,Extrovert
6371,0,0,0,3,8,Extrovert
6372,0,0,0,2,8,Extrovert
6373,4,1,1,9,1,Introvert
6374,1,0,0,3,8,Extrovert
6376,4,1,0,4,0,Introvert
6377,0,0,0,3,4,Extrovert
6378,1,0,0,3,8,Extrovert
6379,0,0,0,0,10,Extrovert
6380,0,0,0,2,5,Extrovert
6382,0,0,0,3,4,Extrovert
6383,5,1,0,8,0,Introvert
6384,0,0,0,3,7,Extrovert
6385,5,0,1,7,2,Introvert
6386,0,0,0,3,10,Extrovert
6387,1,0,0,1,5,Extrovert
6388,2,1,1,4,3,Introvert
6389,2,0,0,5,5,Extrovert
6390,0,0,0,2,9,Extrovert
6391,0,0,0,0,6,Extrovert
6392,5,1,1,10,0,Introvert
6393,0,0,0,3,8,Extrovert
6394,0,0,0,2,6,Extrovert
6395,0,0,0,3,8,Extrovert
6396,0,0,0,0,7,Extrovert
6397,0,0,0,0,7,Extrovert
6398,1,0,0,3,9,Extrovert
6399,4,1,1,8,1,Introvert
6400,0,0,0,1,3,Extrovert
6402,0,0,0,2,6,Extrovert
6403,0,0,0,2,7,Extrovert
6404,1,0,0,1,7,Extrovert
6406,0,0,0,3,5,Extrovert
6407,5,1,1,11,1,Introvert
6408,0,0,0,3,9,Extrovert
6409,0,0,0,0,9,Extrovert
6410,0,0,0,2,7,Extrovert
6411,1,0,0,2,9,Extrovert
6412,0,0,0,3,9,Extrovert
6413,0,0,0,3,8,Extrovert
6414,0,0,0,2,5,Extrovert
6415,0,0,0,1,7,Extrovert
6416,0,0,0,2,5,Extrovert
6417,0,0,0,2,9,Extrovert
6419,0,0,0,3,8,Extrovert
6420,0,0,0,2,8,Extrovert
6421,1,0,0,2,5,Extrovert
6422,0,0,0,0,3,Extrovert
6423,0,0,0,2,5,Extrovert
6424,5,1,1,7,0,Introvert
6425,0,0,0,1,9,Extrovert
6426,0,0,0,0,8,Extrovert
6427,0,0,0,2,4,Extrovert
6428,4,1,1,7,1,Introvert
6429,0,0,0,2,9,Extrovert
6430,0,0,0,3,6,Extrovert
6431,1,0,0,2,9,Extrovert
6432,0,0,0,2,8,Extrovert
6433,5,0,1,5,1,Introvert
6434,0,0,0,2,6,Extrovert
6435,0,0,0,1,7,Extrovert
6436,0,0,0,0,7,Extrovert
6437,0,0,0,2,5,Extrovert
6438,0,0,0,3,8,Extrovert
6439,0,0,0,0,4,Extrovert
6440,0,0,0,3,6,Extrovert
6441,0,0,0,3,7,Extrovert
6443,4,1,0,11,3,Introvert
6445,1,0,0,1,5,Extrovert
6446,0,0,0,2,6,Extrovert
6447,0,0,0,1,8,Extrovert
6448,0,0,0,3,9,Extrovert
6449,0,0,0,1,7,Extrovert
6450,0,0,0,3,8,Extrovert
6451,0,0,0,2,6,Extrovert
6453,0,0,0,2,5,Extrovert
6454,0,0,0,2,5,Extrovert
6455,5,1,1,8,1,Introvert
6456,0,0,0,3,4,Extrovert
6457,3,1,1,6,3,Introvert
6458,0,0,0,3,10,Extrovert
6459,0,0,0,1,6,Extrovert
6460,0,0,0,2,5,Extrovert
6461,3,1,1,7,3,Introvert
6462,0,0,0,3,5,Extrovert
6463,1,0,0,2,4,Extrovert
6464,0,0,0,2,4,Extrovert
6465,4,1,0,11,3,Introvert
6466,0,0,0,2,9,Extrovert
6467,5,1,0,5,0,Introvert
6468,1,0,0,0,5,Extrovert
6469,0,0,0,3,4,Extrovert
6470,0,0,0,1,7,Extrovert
6471,0,0,0,2,9,Extrovert
6472,0,0,0,2,4,Extrovert
6473,0,0,0,1,9,Extrovert
6474,1,0,0,0,8,Extrovert
6475,1,0,0,2,6,Extrovert
6476,0,0,0,3,4,Extrovert
6477,4,1,1,8,3,Extrovert
6478,0,0,0,2,7,Extrovert
6479,0,0,0,0,9,Extrovert
6480,1,0,0,3,8,Extrovert
6481,4,1,1,11,1,Introvert
6482,4,1,1,11,2,Introvert
6484,0,0,0,2,7,Extrovert
6485,0,0,0,2,5,Extrovert
6486,0,0,0,2,5,Extrovert
6487,5,1,1,7,2,Introvert
6488,0,0,0,1,8,Extrovert
6489,1,0,0,3,9,Extrovert
6490,0,0,0,3,8,Extrovert
6491,4,0,1,6,5,Extrovert
6492,0,0,0,0,4,Extrovert
6493,0,0,0,3,8,Extrovert
6494,1,0,0,0,5,Extrovert
6495,4,1,1,5,3,Introvert
6496,4,0,1,6,3,Introvert
6497,0,0,0,1,7,Extrovert
6498,0,0,0,2,6,Extrovert
6499,3,1,1,11,3,Introvert
6500,0,0,0,3,5,Extrovert
6501,0,0,0,2,6,Extrovert
6502,5,1,1,6,2,Introvert
6503,0,0,0,0,9,Extrovert
6504,0,0,0,0,7,Extrovert
6505,0,0,0,4,7,Extrovert
6506,0,0,0,1,8,Extrovert
6507,0,0,0,2,5,Extrovert
6508,0,0,0,3,6,Extrovert
6509,1,0,0,3,8,Extrovert
6510,0,0,0,3,10,Extrovert
6511,0,0,0,1,4,Extrovert
6512,3,1,1,10,0,Introvert
6513,0,0,0,2,9,Extrovert
6515,1,0,0,2,5,Extrovert
6516,1,0,0,3,9,Extrovert
6517,0,0,0,3,9,Extrovert
6518,0,0,0,0,8,Extrovert
6519,3,1,1,6,3,Introvert
6522,0,0,0,1,5,Extrovert
6523,1,0,0,2,8,Extrovert
6524,1,0,0,1,6,Extrovert
6525,4,1,0,8,3,Introvert
6526,2,0,0,1,6,Extrovert
6527,1,0,0,2,4,Extrovert
6528,5,1,1,6,0,Introvert
6529,0,0,0,0,5,Extrovert
6530,1,0,0,1,10,Extrovert
6531,0,0,0,0,9,Extrovert
6532,0,0,0,2,4,Extrovert
6533,1,0,0,1,7,Extrovert
6534,3,1,1,4,0,Introvert
6535,0,0,0,3,6,Extrovert
6536,0,0,0,3,7,Extrovert
6537,0,0,0,2,6,Extrovert
6538,0,0,0,4,8,Extrovert
6539,1,0,0,1,4,Extrovert
6540,0,0,0,1,5,Extrovert
6541,3,1,1,5,3,Introvert
6542,0,0,0,0,9,Extrovert
6543,4,1,1,11,3,Introvert
6544,1,0,0,2,5,Extrovert
6546,1,0,0,2,7,Extrovert
6547,4,1,1,10,5,Introvert
6548,4,1,1,10,2,Introvert
6549,1,0,0,5,7,Introvert
6550,1,0,0,0,9,Extrovert
6551,0,0,0,2,10,Extrovert
6552,0,0,0,3,3,Extrovert
6553,1,0,0,2,6,Extrovert
6555,0,0,0,0,4,Extrovert
6556,1,0,0,0,5,Extrovert
6557,1,0,0,1,4,Extrovert
6558,1,0,0,0,9,Extrovert
6559,0,0,0,0,3,Extrovert
6560,1,0,0,1,6,Extrovert
6561,1,0,0,0,8,Extrovert
6562,1,0,0,1,7,Extrovert
6563,0,0,0,2,5,Extrovert
6564,0,0,0,3,8,Extrovert
6565,0,0,0,0,5,Extrovert
6566,1,0,0,1,7,Extrovert
6567,4,1,1,9,3,Introvert
6568,1,0,0,2,9,Extrovert
6569,1,0,0,0,4,Extrovert
6570,1,0,0,1,7,Extrovert
6571,0,0,0,2,7,Extrovert
6572,4,1,0,11,3,Introvert
6573,0,0,0,0,5,Extrovert
6574,1,0,0,4,6,Extrovert
6575,0,0,0,2,6,Extrovert
6576,4,1,1,6,6,Introvert
6577,1,0,0,2,7,Extrovert
6578,0,0,0,0,7,Extrovert
6579,0,0,0,0,7,Extrovert
6580,1,0,0,3,6,Extrovert
6581,0,0,0,0,5,Extrovert
6583,0,0,0,1,5,Extrovert
6584,0,0,0,2,6,Extrovert
6585,4,1,1,8,2,Introvert
6586,0,0,0,0,9,Extrovert
6587,5,0,1,6,0,Introvert
6588,1,0,0,2,4,Extrovert
6589,0,0,0,3,8,Extrovert
6590,0,0,0,4,6,Extrovert
6591,4,1,1,6,0,Introvert
6592,0,0,0,1,9,Extrovert
6593,0,0,0,0,7,Introvert
6594,5,1,0,7,2,Introvert
6595,4,1,1,11,0,Introvert
6596,0,0,0,2,10,Extrovert
6597,0,0,0,2,9,Extrovert
6599,0,0,0,2,8,Extrovert
6600,4,1,1,7,1,Introvert
6601,1,0,0,1,3,Extrovert
6602,0,0,0,0,9,Extrovert
6603,0,0,0,3,8,Extrovert
6604,5,1,0,6,1,Introvert
6605,5,1,0,10,1,Extrovert
6606,1,0,0,2,8,Extrovert
6607,0,0,0,2,9,Extrovert
6608,4,1,1,10,1,Introvert
6609,0,0,0,1,6,Extrovert
6610,0,0,0,0,5,Extrovert
6611,1,0,0,3,7,Extrovert
6612,0,0,0,0,10,Extrovert
6613,0,0,0,3,5,Extrovert
6614,0,0,0,2,7,Extrovert
6615,4,1,1,8,1,Introvert
6616,0,0,0,0,4,Extrovert
6617,0,0,0,1,4,Extrovert
6618,0,0,0,0,9,Extrovert
6619,0,0,0,1,8,Extrovert
6620,0,0,0,2,4,Extrovert
6621,0,0,0,3,10,Extrovert
6622,0,0,0,0,9,Extrovert
6623,0,0,0,0,4,Extrovert
6624,3,1,1,9,3,Introvert
6625,4,1,1,5,5,Introvert
6627,1,0,0,2,3,Extrovert
6628,4,1,1,10,3,Introvert
6629,1,0,0,1,8,Extrovert
6630,4,1,0,7,3,Introvert
6631,0,0,0,2,8,Extrovert
6632,4,1,1,6,2,Introvert
6633,0,0,0,3,4,Extrovert
6634,3,1,1,4,3,Introvert
6635,5,1,0,6,1,Introvert
6636,4,1,0,7,3,Introvert
6637,1,0,0,2,7,Extrovert
6638,0,0,0,3,9,Extrovert
6639,3,1,1,8,3,Introvert
6640,0,0,0,0,8,Extrovert
6641,0,0,0,1,4,Extrovert
6642,0,0,0,3,9,Extrovert
6643,0,0,0,0,7,Extrovert
6644,0,0,0,3,6,Extrovert
6645,5,1,1,9,2,Introvert
6646,5,1,1,10,1,Introvert
6647,0,0,0,3,4,Extrovert
6648,5,1,0,7,1,Introvert
6649,4,1,1,7,5,Introvert
6650,0,0,0,4,8,Extrovert
6651,0,0,0,3,7,Extrovert
6652,0,0,0,0,3,Extrovert
6653,0,0,0,2,7,Extrovert
6654,0,0,0,2,7,Extrovert
6655,0,0,0,2,10,Extrovert
6656,0,0,0,0,4,Extrovert
6657,0,0,0,1,9,Extrovert
6658,1,0,0,4,8,Extrovert
6659,5,1,0,9,2,Introvert
6660,0,0,0,1,9,Extrovert
6661,3,1,1,4,5,Introvert
6662,3,1,1,10,2,Introvert
6663,5,1,0,8,1,Introvert
6664,4,1,1,4,1,Introvert
6665,1,0,0,1,1,Extrovert
6666,4,1,1,5,1,Introvert
6667,1,0,0,0,6,Introvert
6668,0,0,0,3,10,Extrovert
6670,0,0,0,2,5,Introvert
6671,1,0,0,2,6,Extrovert
6672,1,0,0,0,4,Extrovert
6674,1,0,0,1,6,Extrovert
6675,0,0,0,1,4,Extrovert
6676,5,0,1,6,0,Introvert
6677,1,0,0,3,6,Extrovert
6678,0,0,0,2,8,Extrovert
6679,4,1,1,5,2,Introvert
6681,0,0,0,1,9,Extrovert
6682,3,1,1,10,3,Introvert
6683,0,0,0,2,7,Extrovert
6684,0,0,0,0,9,Extrovert
6685,5,1,0,10,0,Introvert
6686,0,0,0,2,9,Extrovert
6687,0,0,0,1,4,Extrovert
6688,3,1,1,8,3,Introvert
6689,0,0,0,3,8,Extrovert
6690,3,1,1,11,5,Introvert
6691,0,0,0,0,6,Extrovert
6692,0,0,0,1,4,Extrovert
6693,0,0,0,1,4,Extrovert
6694,1,0,0,2,6,Extrovert
6695,4,1,1,7,3,Introvert
6696,5,0,1,7,0,Introvert
6697,0,0,0,3,9,Extrovert
6698,1,0,0,1,8,Introvert
6699,0,0,0,3,7,Extrovert
6700,0,0,0,0,6,Extrovert
6701,3,1,1,7,1,Introvert
6702,0,0,0,3,5,Extrovert
6703,0,0,0,3,10,Extrovert
6704,0,0,0,0,5,Extrovert
6705,0,0,0,2,7,Extrovert
6706,0,0,0,3,6,Extrovert
6707,0,0,0,3,9,Extrovert
6708,5,1,1,11,2,Introvert
6709,0,0,0,1,5,Extrovert
6710,0,0,0,3,4,Extrovert
6711,3,1,1,4,4,Introvert
6712,4,1,1,5,2,Introvert
6713,0,0,0,0,7,Extrovert
6714,4,1,1,5,0,Introvert
6715,0,0,0,2,6,Extrovert
6716,3,1,1,9,3,Introvert
6717,4,1,1,9,2,Introvert
6718,0,0,0,0,10,Extrovert
6719,2,0,0,1,5,Extrovert
6720,5,1,0,11,0,Introvert
6721,0,0,0,3,4,Extrovert
6722,0,0,0,2,6,Extrovert
6723,1,0,0,0,5,Extrovert
6724,0,0,0,1,9,Extrovert
6725,0,0,0,3,6,Extrovert
6726,0,0,0,2,9,Extrovert
6727,0,0,0,3,9,Extrovert
6728,1,0,0,0,5,Extrovert
6729,0,0,0,2,7,Extrovert
6730,0,0,0,1,4,Extrovert
6731,0,0,0,0,8,Extrovert
6732,1,0,0,0,9,Extrovert
6733,1,0,0,2,7,Extrovert
6734,1,0,0,3,6,Extrovert
6735,0,0,0,1,8,Extrovert
6736,0,0,0,1,5,Extrovert
6737,0,0,0,0,5,Extrovert
6738,3,1,1,4,2,Introvert
6739,1,0,0,2,4,Extrovert
6740,1,0,0,2,6,Extrovert
6741,1,0,0,2,3,Introvert
6742,1,0,0,2,4,Extrovert
6743,4,1,1,8,1,Introvert
6744,0,0,0,2,9,Extrovert
6745,0,0,0,0,7,Extrovert
6746,1,0,0,2,4,Extrovert
6747,0,0,0,1,10,Extrovert
6748,5,1,0,8,2,Introvert
6749,0,0,0,2,9,Extrovert
6750,1,0,0,2,6,Extrovert
6752,0,0,0,1,6,Extrovert
6753,4,1,1,9,1,Introvert
6754,4,1,0,10,3,Introvert
6755,1,0,0,1,9,Extrovert
6756,0,0,0,2,6,Extrovert
6757,0,0,0,0,8,Extrovert
6758,0,0,0,2,9,Extrovert
6759,5,1,0,9,0,Extrovert
6760,1,0,0,2,8,Extrovert
6761,0,0,0,2,7,Extrovert
6763,4,1,1,9,0,Introvert
6765,0,0,0,3,8,Extrovert
6766,1,0,0,2,9,Extrovert
6767,0,0,0,2,9,Extrovert
6768,1,0,0,1,5,Extrovert
6769,1,0,0,0,8,Extrovert
6770,4,1,0,7,1,Introvert
6771,0,0,0,2,5,Extrovert
6772,0,0,0,3,5,Extrovert
6773,0,0,0,2,6,Extrovert
6774,0,0,0,3,6,Extrovert
6775,0,0,0,2,4,Extrovert
6776,0,0,0,0,8,Extrovert
6777,0,0,0,2,5,Extrovert
6778,4,1,1,5,2,Introvert
6779,3,1,1,4,3,Introvert
6780,1,0,0,2,7,Extrovert
6781,1,1,0,4,3,Introvert
6782,1,0,0,0,5,Extrovert
6783,0,0,0,2,6,Extrovert
6784,4,1,1,11,2,Introvert
6785,0,0,0,4,7,Extrovert
6786,4,1,1,10,0,Introvert
6787,5,1,1,10,2,Introvert
6788,1,0,0,1,4,Extrovert
6789,1,0,0,0,4,Extrovert
6790,0,0,0,1,5,Extrovert
6791,3,1,1,4,0,Introvert
6792,0,0,0,2,4,Extrovert
6793,0,0,0,2,6,Extrovert
6794,0,0,0,1,8,Extrovert
6795,3,1,1,4,2,Introvert
6796,4,0,1,10,3,Introvert
6798,0,0,0,1,5,Extrovert
6799,1,0,0,2,7,Extrovert
6800,4,1,1,7,0,Introvert
6801,0,0,0,0,6,Extrovert
6802,0,0,0,2,4,Extrovert
6803,0,0,0,3,8,Extrovert
6804,1,0,0,2,7,Extrovert
6805,0,0,0,0,8,Extrovert
6806,4,1,1,7,3,Introvert
6807,0,0,0,3,6,Extrovert
6808,0,0,0,2,7,Extrovert
6809,0,0,0,3,5,Extrovert
6810,4,1,1,10,2,Introvert
6811,0,0,0,0,5,Extrovert
6812,1,0,0,0,8,Extrovert
6813,1,0,0,2,7,Extrovert
6814,0,0,0,2,7,Extrovert
6815,0,0,0,4,6,Extrovert
6816,1,0,0,0,5,Extrovert
6817,1,0,0,4,6,Extrovert
6818,0,0,0,3,6,Extrovert
6819,5,1,0,10,2,Introvert
6820,0,0,0,2,9,Extrovert
6821,1,0,0,1,9,Extrovert
6822,4,1,1,7,2,Introvert
6823,0,0,0,1,5,Extrovert
6824,0,0,0,0,4,Extrovert
6825,0,0,0,3,5,Extrovert
6826,1,0,0,0,8,Extrovert
6827,0,0,0,1,9,Extrovert
6828,0,0,0,1,9,Extrovert
6829,5,1,0,5,0,Introvert
6830,5,0,1,7,2,Introvert
6831,0,0,0,0,4,Extrovert
6832,0,0,0,0,9,Extrovert
6834,0,0,0,3,5,Extrovert
6835,1,0,0,0,4,Extrovert
6836,1,0,0,1,5,Extrovert
6837,0,0,0,1,7,Extrovert
6838,1,0,0,1,9,Extrovert
6839,0,0,0,3,4,Extrovert
6840,5,1,0,11,1,Introvert
6841,4,1,1,6,5,Introvert
6842,0,0,0,2,5,Extrovert
6844,4,1,1,5,2,Introvert
6845,0,0,0,1,5,Extrovert
6846,0,0,0,2,5,Extrovert
6847,3,1,1,6,3,Introvert
6848,4,1,1,11,5,Introvert
6849,0,0,0,2,5,Extrovert
6850,1,0,0,2,6,Extrovert
6851,0,0,0,1,4,Extrovert
6852,0,0,0,2,8,Extrovert
6853,0,0,0,2,5,Extrovert
6854,3,1,1,4,5,Introvert
6855,1,0,0,2,5,Extrovert
6856,0,0,0,0,8,Extrovert
6857,0,0,0,1,7,Extrovert
6859,1,0,0,0,5,Extrovert
6860,0,0,0,1,4,Extrovert
6861,0,0,0,2,8,Extrovert
6862,3,1,1,5,3,Introvert
6863,0,0,0,1,7,Extrovert
6864,0,0,0,2,5,Extrovert
6865,4,1,1,11,1,Introvert
6866,1,0,0,1,5,Extrovert
6867,1,0,0,2,9,Extrovert
6868,0,0,0,1,9,Extrovert
6869,0,0,0,3,9,Extrovert
6870,1,0,0,2,5,Extrovert
6871,0,0,0,0,6,Extrovert
6872,0,0,0,1,5,Extrovert
6873,1,0,0,2,7,Extrovert
6874,0,0,0,1,5,Extrovert
6875,1,0,0,0,5,Extrovert
6876,0,0,0,2,7,Extrovert
6877,1,0,0,2,5,Extrovert
6878,0,0,0,2,8,Extrovert
6879,4,1,1,7,2,Introvert
6880,0,0,0,2,8,Extrovert
6881,3,1,1,4,1,Introvert
6883,0,0,0,0,9,Extrovert
6884,0,0,0,2,10,Extrovert
6885,4,1,1,6,5,Introvert
6886,0,0,0,1,5,Extrovert
6887,1,0,0,3,6,Extrovert
6888,0,0,0,2,6,Extrovert
6889,5,1,1,11,1,Introvert
6890,0,0,0,1,5,Extrovert
6891,1,0,0,2,5,Extrovert
6892,5,0,1,10,0,Introvert
6893,4,0,1,5,3,Introvert
6894,1,0,0,2,5,Extrovert
6895,0,0,0,2,7,Extrovert
6896,0,0,0,2,7,Extrovert
6897,1,0,0,1,6,Extrovert
6898,4,1,1,2,0,Introvert
6899,0,0,0,0,4,Extrovert
6901,0,0,0,2,6,Extrovert
6902,1,0,0,3,9,Extrovert
6903,1,0,0,4,7,Extrovert
6904,0,0,0,2,6,Extrovert
6905,0,0,0,2,6,Extrovert
6906,5,0,1,10,0,Introvert
6907,5,0,1,10,1,Introvert
6908,4,1,1,8,3,Introvert
6909,0,0,0,0,9,Extrovert
6910,0,0,0,3,7,Extrovert
6911,0,0,0,3,6,Extrovert
6912,3,1,1,8,3,Extrovert
6913,1,0,0,0,8,Extrovert
6914,4,0,1,7,3,Introvert
6915,0,0,0,2,7,Extrovert
6916,1,0,0,1,9,Extrovert
6917,0,0,0,0,6,Extrovert
6918,5,1,1,11,1,Introvert
6919,0,0,0,2,5,Extrovert
6920,5,0,1,6,1,Introvert
6921,0,0,0,3,6,Extrovert
6922,4,1,1,8,5,Introvert
6923,3,1,1,11,3,Introvert
6925,0,0,0,2,9,Extrovert
6926,0,0,0,1,9,Extrovert
6927,5,1,1,6,2,Introvert
6928,0,0,0,3,4,Extrovert
6929,1,0,0,3,7,Extrovert
6930,5,1,1,5,2,Introvert
6931,0,0,0,1,4,Extrovert
6932,3,1,1,7,2,Introvert
6933,0,0,0,0,6,Extrovert
6934,3,1,1,6,3,Introvert
6935,0,0,0,3,6,Extrovert
6936,0,0,0,0,7,Extrovert
6937,0,0,0,1,9,Extrovert
6938,0,0,0,1,9,Extrovert
6939,0,0,0,2,9,Extrovert
6940,1,0,0,1,6,Extrovert
6941,0,0,0,0,8,Extrovert
6942,1,0,0,0,6,Extrovert
6943,4,1,1,11,5,Introvert
6944,3,1,0,4,3,Introvert
6945,0,0,0,1,6,Extrovert
6946,1,0,0,1,6,Extrovert
6947,1,0,0,5,9,Extrovert
6948,0,0,0,0,4,Extrovert
6949,1,0,0,3,8,Extrovert
6950,0,0,0,3,3,Extrovert
6951,0,0,0,4,4,Extrovert
6952,0,0,0,2,8,Extrovert
6953,3,1,1,8,3,Introvert
6954,0,0,0,3,9,Extrovert
6955,0,0,0,1,4,Extrovert
6956,5,0,1,6,0,Introvert
6957,0,0,0,2,9,Extrovert
6958,0,0,0,1,8,Extrovert
6960,0,0,0,0,7,Extrovert
6961,0,0,0,3,6,Extrovert
6962,1,0,0,3,3,Extrovert
6963,4,1,1,10,0,Introvert
6964,4,1,1,10,1,Introvert
6965,3,1,1,6,2,Introvert
6966,0,0,0,2,9,Extrovert
6967,0,0,0,2,5,Extrovert
6968,0,0,0,1,4,Extrovert
6970,0,0,0,2,7,Extrovert
6971,4,1,1,9,2,Introvert
6972,0,0,0,2,4,Extrovert
6973,1,0,0,3,4,Extrovert
6974,4,1,1,3,0,Introvert
6975,4,1,1,10,3,Introvert
6976,4,1,0,6,3,Introvert
6977,0,0,0,2,8,Extrovert
6978,0,0,0,0,6,Extrovert
6979,0,0,0,1,5,Extrovert
6980,2,1,1,2,3,Introvert
6981,0,0,0,1,9,Extrovert
6982,0,0,0,0,6,Extrovert
6983,0,0,0,3,4,Extrovert
6984,0,0,0,1,7,Extrovert
6985,1,0,0,0,9,Extrovert
6986,4,1,1,5,0,Introvert
6987,0,0,0,2,3,Extrovert
6988,0,0,0,1,7,Extrovert
6989,1,0,0,1,6,Extrovert
6990,4,1,1,5,3,Introvert
6991,0,0,0,3,8,Extrovert
6992,0,0,0,3,6,Extrovert
6993,4,1,1,8,4,Introvert
6994,1,0,0,0,8,Extrovert
6995,0,0,0,3,7,Extrovert
6997,3,1,1,2,3,Introvert
6998,0,0,0,0,9,Extrovert
6999,0,0,0,1,8,Extrovert
7000,1,0,0,0,9,Extrovert
7001,3,1,1,4,1,Introvert
7002,4,1,1,9,1,Introvert
7003,0,0,0,4,5,Extrovert
7004,4,1,1,10,0,Introvert
7005,1,0,0,1,6,Extrovert
7006,3,1,1,4,5,Introvert
7007,0,0,0,2,4,Extrovert
7008,1,0,0,3,7,Extrovert
7009,0,0,0,2,7,Extrovert
7010,3,1,1,5,3,Introvert
7011,1,0,0,2,5,Extrovert
7013,4,1,1,9,1,Introvert
7014,5,1,0,8,0,Introvert
7015,0,0,0,3,6,Extrovert
7016,1,0,0,2,8,Extrovert
7017,0,0,0,3,4,Extrovert
7018,0,0,0,1,10,Extrovert
7020,3,1,1,4,1,Introvert
7021,1,0,0,3,4,Extrovert
7022,4,1,1,6,2,Introvert
7023,4,1,1,10,1,Introvert
7024,4,1,1,9,1,Introvert
7025,2,1,1,11,3,Introvert
7026,0,0,0,0,5,Extrovert
7027,0,0,0,3,5,Extrovert
7028,1,0,0,1,9,Extrovert
7029,0,0,0,0,7,Extrovert
7030,0,0,0,0,8,Extrovert
7031,0,0,0,2,4,Extrovert
7032,1,0,0,2,4,Extrovert
7033,0,0,0,1,6,Extrovert
7034,2,1,1,4,5,Introvert
7035,0,0,0,1,6,Extrovert
7036,4,1,1,7,3,Introvert
7037,4,1,1,4,2,Introvert
7038,0,0,0,3,6,Extrovert
7039,4,1,1,6,2,Introvert
7040,0,0,0,3,6,Extrovert
7041,2,1,1,8,3,Introvert
